YCSB_KEY,field0,field1,field2
user479,2020-02-09,AAPL,""
user480,2020-02-10,TSLA,boomer shouldnt trade stock
user481,2020-02-10,AAPL,airpods pro available anywhere new jersey thru mid march
user482,2020-02-10,AMZN,happyend im getting worried many stock position look great
user483,2020-02-11,AMZN,enjoyed ride you
user484,2020-02-11,TSLA,get every week
user485,2020-02-11,NVDA,thought opinion avg down sell tomorrow hold earnings help bull appreciated
user486,2020-02-11,TSLA,scalp down scalp going up
user487,2020-02-11,TSLA,another red green move
user488,2020-02-11,TSLA,whats going option stock going
user489,2020-02-11,TSLA,lol give spreading tesla fud already
user490,2020-02-11,TSLA,guy getting penny today fueling rocket lifting asap
user491,2020-02-11,AAPL,every day greedy bull toast
user492,2020-02-11,TSLA,hedge declining oil investment keep dipping
user493,2020-02-12,TSLA,say bois bear r scum
user494,2020-02-12,TSLA,it half pipe technical analysis yall bout like tony hawk
user495,2020-02-12,TSLA,hundo last monday easymoney
user496,2020-02-12,AMZN,open gut analysis
user497,2020-02-12,TSLA,absolutely way tesla allows shown bitcoin continue parabola
user498,2020-02-12,TSLA,""
user499,2020-02-12,TSLA,daily chart nice triangle forming incoming pop
user500,2020-02-12,AAPL,sitting triple top resistanceseems like good place go long
user501,2020-02-12,AAPL,wont see it lower high since
user502,2020-02-12,TSLA,bull going moon bear going sun
user503,2020-02-12,TSLA,elon seen killing yall making call put complete halt lol
user504,2020-02-12,TSLA,washed m building cybergarage x cybertrucks
user505,2020-02-12,AAPL,power unbridled release da beast insatiable hunger share delicious fruit
user506,2020-02-12,TSLA,think strangles win next week call put weighted put align w bearish directional sentiment
user507,2020-02-12,TSLA,will fun tomorrow stock recalled
user508,2020-02-12,TSLA,get now drop least tomorrow lower sight
user509,2020-02-12,TSLA,tesla recall k model x adding fire
user510,2020-02-12,TSLA,pay dearly
user511,2020-02-12,TSLA,analyst bear medium circle like vulture maybe downgrade quality control safety issue
user512,2020-02-13,TSLA,tell bull trolling
user513,2020-02-13,TSLA,tech company facing regular car company issue car phone wont buy car doesnt dealership min house wake people
user514,2020-02-13,TSLA,it time bear sleep well needed red it funny call red even green
user515,2020-02-13,TSLA,many tesla vehicle got recalled affect future sale people wanna buy recalled model really lol
user516,2020-02-13,TSLA,asia stock going down down down
user517,2020-02-13,TSLA,eyeing drop pas resistance
user518,2020-02-13,TSLA,tsla scalp head appointment
user519,2020-02-13,TSLA,time able sell tomorrow worse save self today
user520,2020-02-13,TSLA,going here
user521,2020-02-13,TSLA,thank sucker money going
user522,2020-02-13,TSLA,million elon using buy offering gain shorting bloated pig
user523,2020-02-13,TSLA,freaking love blinded bull spin extremely negative news positive imagine everyone lived like that okay house burnt down great foundation next house
user524,2020-02-13,TSLA,yes snap back reality oops go gravity hw bullish
user525,2020-02-13,TSLA,pt wont another year nice dead money missing great bull market
user526,2020-02-13,TSLA,f rh player dump
user527,2020-02-13,TSLA,bz tesla say use net proceeds offering strength balance sheet general corporate purpose
user528,2020-02-13,TSLA,much fun stock keep awake money everyday love
user529,2020-02-13,TSLA,felon lied capex cap raise er call
user530,2020-02-13,TSLA,said wouldnt raise money er call lie detector determined lie
user531,2020-02-13,TSLA,phd master know
user532,2020-02-13,TSLA,offering right now
user533,2020-02-13,TSLA,propped offering get place set going check put shouldnt green
user534,2020-02-13,TSLA,believe see news
user535,2020-02-13,NVDA,easy money dont miss alert
user536,2020-02-13,TSLA,big money pull short term retailer one hating company even elon pulled billion
user537,2020-02-13,TSLA,cant wait till announce share offering price
user538,2020-02-13,TSLA,unfocking believable
user539,2020-02-13,TSLA,see bull trap bull saying bear trap gtfo
user540,2020-02-13,TSLA,sec investigation opened recall announced share offering billion dollar sure
user541,2020-02-13,TSLA,got legit put lotto put lotto call case godspeed
user542,2020-02-13,TSLA,go close please
user543,2020-02-13,TSLA,wonder put turned out
user544,2020-02-13,TSLA,great close today upset stock go day
user545,2020-02-13,TSLA,feel good going back yesterdaysthis morning post send reminder bear bad attitude wrong please make sure call
user546,2020-02-13,NFLX,anticipated tv show year outside usa coming back
user547,2020-02-13,TSLA,closer before
user548,2020-02-14,TSLA,wouldnt surprised elon changed mind pushed offering later date even canceling offering imo bullish party must go on
user549,2020-02-14,TSLA,promotional price discount original price discount discount offering price promotional price sure
user550,2020-02-14,AAPL,negative news future green mean end red today
user551,2020-02-14,AAPL,bag holder ath cant figure lol
user552,2020-02-14,TSLA,love bear mumbo jumbo open run exit
user553,2020-02-14,TSLA,""
user554,2020-02-14,TSLA,break way
user555,2020-02-14,TSLA,please spike ill tell husband thats valentine gift
user556,2020-02-14,AMZN,break scholar
user557,2020-02-14,AMZN,say im losing money
user558,2020-02-14,TSLA,bear hello td ameritrade tsla isnt breaking im scared physically hold share
user559,2020-02-14,TSLA,mm huge whale pinning surprised next week everything hit hard corona virus nhtsa sec investigation
user560,2020-02-14,NFLX,new low day waterfall
user561,2020-02-17,AAPL,major pullback waiting
user562,2020-02-17,AAPL,remembers dow fell point talking coronavirus
user563,2020-02-18,AAPL,red day tomorrow bring baby
user564,2020-02-18,AAPL,imagine missing bull run
user565,2020-02-18,AAPL,bull say revenue cut priced in
user566,2020-02-18,AAPL,rumor declaring bankruptcy
user567,2020-02-18,AAPL,break distribution steady day single file reason panic
user568,2020-02-18,AAPL,meeting guy endure going make head spin apple closing today
user569,2020-02-18,TSLA,get open tomorrow
user570,2020-02-19,TSLA,stock even roadster catch
user571,2020-02-19,TSLA,wowwzers pm est possibility bullishhhh
user572,2020-02-19,TSLA,bear ever heard saying trend friend
user573,2020-02-19,AAPL,abracadabra looking bottom easy perhaps sitting coin earned next dayz gl yall
user574,2020-02-19,TSLA,getting closer closer let say eow
user575,2020-02-19,TSLA,setting alarm am
user576,2020-02-19,TSLA,bear scared right missing mommy mango right lol done messed bear tango rongo tesla hheeehhaaaaa
user577,2020-02-19,TSLA,u wake see ur lotto ticket number match start bed like
user578,2020-02-19,TSLA,man there salty people morning
user579,2020-02-19,TSLA,im month buy hold biggest fastest gainer ever guy topped that
user580,2020-02-19,TSLA,good morning yall it going wonderful day today
user581,2020-02-19,TSLA,woke pocket regret getting
user582,2020-02-19,NFLX,shes peacock gotta let fly
user583,2020-02-19,TSLA,bear disappeared board totally thrown towel
user584,2020-02-19,NVDA,""
user585,2020-02-19,TSLA,waiting shorties instant k tomorrow
user586,2020-02-19,AMZN,time take profit
user587,2020-02-19,NVDA,good day market cheer bull
user588,2020-02-19,TSLA,definitely opening ath tomorrow
user589,2020-02-19,AAPL,apple need wear china anyway move production mexico like china manage continent better anyother imo
user590,2020-02-19,TSLA,hold it dont sellout
user591,2020-02-19,NVDA,im garbage bag it still raining money
user592,2020-02-19,TSLA,spread leg and forget lube upa lot
user593,2020-02-19,AAPL,bullish mfer
user594,2020-02-19,NVDA,bought strike weekly today
user595,2020-02-20,TSLA,""
user596,2020-02-20,TSLA,elon musk posted tweet
user597,2020-02-20,TSLA,wonder citron writing wall
user598,2020-02-20,TSLA,think short selling other
user599,2020-02-20,AMZN,here everything coming amazon prime video march
user600,2020-02-20,TSLA,bear chance get pop
user601,2020-02-20,TSLA,yeah definitely reason panic sell bear won right whole time
user602,2020-02-20,TSLA,come morgan brennan tesla fan super hot
user603,2020-02-20,TSLA,top pick consumer report
user604,2020-02-20,AAPL,falling wedge min
user605,2020-02-20,NVDA,nice need pulled back
user606,2020-02-20,AAPL,started day buying put sold big profit ended day buying put
user607,2020-02-20,TSLA,whats turned upside
user608,2020-02-20,AMZN,amzn put exploded today turned k k minute drop
user609,2020-02-21,AAPL,coronavirus need stop asap else
user610,2020-02-21,TSLA,dear baby jesus please let hit tomorrow morning cash muh put btd
user611,2020-02-21,TSLA,looking ugly tomorrow people wouldnt want long bloat weekend
user612,2020-02-21,TSLA,tesla red guess bull gonna go back hiding
user613,2020-02-21,TSLA,yall watching bond market gonna ugly day
user614,2020-02-21,TSLA,look like musk deforestation too lovely germany
user615,2020-02-21,AAPL,share price sitting man land right nowlook demand zone entry cover short
user616,2020-02-21,TSLA,go open
user617,2020-02-21,TSLA,sorry say bearish
user618,2020-02-21,AAPL,dumb bull bought dip yesterday
user619,2020-02-21,TSLA,remember friday profit taking brutal
user620,2020-02-21,AMZN,market starting wave now get
user621,2020-02-21,TSLA,bear flag tesla
user622,2020-02-21,AAPL,hey bull liked loving btd lol
user623,2020-02-21,AMZN,could go quickly
user624,2020-02-21,TSLA,let see
user625,2020-02-21,TSLA,spicy time alive
user626,2020-02-21,AMZN,within next trading day idiot holding mention buying
user627,2020-02-21,AAPL,pt soon ready reap harvest
user628,2020-02-21,AAPL,prepare margin call bull
user629,2020-02-21,AAPL,trading hr d sma bleeding
user630,2020-02-21,TSLA,want close get in
user631,2020-02-21,TSLA,settled cozy th floor apartment till vacancy open th
user632,2020-02-23,AAPL,buy put feb bear join them put darkside
user633,2020-02-24,AAPL,warning incoming game warning incoming game
user634,2020-02-24,AAPL,return thats it done risked
user635,2020-02-24,AAPL,long term bullish next week love see come cap
user636,2020-02-24,TSLA,hey yall chill chill need break n close else hitting new low tomorrow
user637,2020-02-24,TSLA,hope bull loading up
user638,2020-02-24,TSLA,get put tesla
user639,2020-02-24,TSLA,insult anyone based people who long buying tell it going
user640,2020-02-24,TSLA,hour dip warning shot premarket robinhood pumpers try pumping tomorrow early see happens
user641,2020-02-24,TSLA,hey happened thought gigafactory shanghai n running berlin starting brazil coming ark investment super bullish cyber truck humongous pre order model y blah blah blah blah
user642,2020-02-24,TSLA,back notvember rd just saying
user643,2020-02-24,TSLA,knew it still see baggies
user644,2020-02-24,AAPL,stockking little baby wrong past month blocked i love
user645,2020-02-24,TSLA,point drop coming tomorrow world give ev poor service
user646,2020-02-24,TSLA,mastercard warning
user647,2020-02-25,AAPL,bahahaha quick profit
user648,2020-02-25,TSLA,wait till s come quarter gonna fkn mint
user649,2020-02-25,AAPL,morning dip couldnt exit short term put meeting lol
user650,2020-02-25,TSLA,errr market probably gonna red tmw insider dumped downgraded go tmw
user651,2020-02-25,TSLA,it gonna really rough day probably gonna go back s im deep put
user652,2020-02-25,TSLA,took loss it cool im gunna buy dip it done dipping
user653,2020-02-25,TSLA,it ok bull keep holding best strategy always let profit evaporate never sell
user654,2020-02-25,AAPL,didnt sell day go id cry baby now much hand steel mr c dont it duh
user655,2020-02-25,TSLA,cover short call ten minute later
user656,2020-02-25,TSLA,lol lower ma
user657,2020-02-25,TSLA,tonight dine cow
user658,2020-02-25,TSLA,looking forward renaissance technology massive dumpingwhen happen bull long term buyer biggest buyer
user659,2020-02-25,TSLA,people keep buying dip guy regret it
user660,2020-02-25,TSLA,come bull callung b price
user661,2020-02-25,TSLA,fall commences
user662,2020-02-25,TSLA,oh it going up buy bull buy enjoy bull trap
user663,2020-02-25,TSLA,""
user664,2020-02-25,TSLA,still room fall done yet tg
user665,2020-02-25,AAPL,jesus dump already let see real blood
user666,2020-02-25,TSLA,warn close choice
user667,2020-02-25,AAPL,too moon right
user668,2020-02-25,TSLA,amazing holding
user669,2020-02-25,TSLA,robinhood kiddy get ready tomorrow margin call liquidation due date
user670,2020-02-25,TSLA,da bear back town baby
user671,2020-02-25,TSLA,pt love trade another day indeed
user672,2020-02-26,AAPL,called close almost close got shooken flash buy am
user673,2020-02-26,TSLA,ahhh shoulda caught last week seen coming looked harder cross now min see tomorrow bull
user674,2020-02-26,TSLA,probably bought cathie wood ark capital cnbc issued upgrade time dumping share
user675,2020-02-26,TSLA,hey bull corona
user676,2020-02-26,TSLA,tomorrow opening
user677,2020-02-26,TSLA,wonder even open tmr
user678,2020-02-26,TSLA,aside goodnight glta thing go either way give elon this no matter happens going exciting
user679,2020-02-26,TSLA,cash hold march put also holding april put
user680,2020-02-26,TSLA,margin call liquidation due date
user681,2020-02-26,TSLA,hmm bull think lidar added software update
user682,2020-02-26,AAPL,crash open load put yesterday green red continue trend
user683,2020-02-26,TSLA,loaded large move either way long doesnt stay week
user684,2020-02-26,TSLA,car catch corona virus specially self driving car smh
user685,2020-02-26,TSLA,really believe company youll let fall get cheaper share long term investor here right
user686,2020-02-26,TSLA,papa bull hurt
user687,2020-02-26,TSLA,""
user688,2020-02-26,AAPL,put dont forget happened week
user689,2020-02-26,TSLA,shoutout bull made put spike due premium keep trying run up
